Country,iso3,State,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Status,Comment,Source,,
United States of America,USA,Massachusetts,Massachusetts,4/9/20,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Extension of health insurance,,order mandating that insurers cover all medically required costs of COVID-19 treatment in out-of-network hospitals and or other medical facilities with no cost to the patient,https://www.mass.gov/doc/april-9-2020-inpatient-services-and-billing/download,,
United States of America,USA,Massachusetts,Massachusetts,4/9/20,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Ease the recruitment of healthcare workers,,"for the duration of the state emergency, students that have graduated from registered nusing or practical nursing programs and senior nursing students who are attending the last semester of their studies are authorized to practice nursing and are exempt from the proibition against the unlicensed practice of nursing",https://www.mass.gov/doc/april-9-2020-nursing-school-students/download,,
United States of America,USA,Massachusetts,Massachusetts,4/9/20,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Recruitment of healthcare workers on the frontline,,order providing accelerated licensing of physicians educated in foreign medical schools,https://www.mass.gov/doc/april-9-2020-foreign-medical-doctors/download,,
United States of America,USA,Massachusetts,Massachusetts,4/14/20,Social distancing,Special measures for certain establishments,Essential businesses and operations,Workers performing non-medical essential services allowed to continue work when exposed if they remain asymptomatic and take additional protective measures,,"workers performing essential services that are not healthcare services may be permitted to continue work following potential exposure to COVID-19, provided they remain asymptomatic and additional precautions are implemented to protect them and the community",https://www.mass.gov/info-details/covid-19-state-of-emergency,,
United States of America,USA,Michigan,Michigan,3/10/20,Resource allocation,Activate or establish emergency response,Declare state of emergency,,,,"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90704-523478--,00.html",,
United States of America,USA,Michigan,Michigan,3/13/20,Risk communication,Actively communicate with managers,Risk assessment before an event,All public bodies of departments and agencies of the State must consider postponing public meetings or agenda items that may be deferred,,"All public bodies of departments and agencies of the State must, to the extent practicable, consider postponing public meetings and/or agenda items that may be deferred. Participation by remote access technology is acceptable","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90704-521677--,00.html",,
United States of America,USA,Michigan,Michigan,3/13/20,Social distancing,Mass gathering cancellation,Limit up to 250 persons,,,all events of more than 250 people are prohibited,"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-521595--,00.html",,
United States of America,USA,Michigan,Michigan,3/14/20,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities,Close long-term care facilities for visitors,,"all health care facilities, residential care facilities, congregate care facilities, and juvenile justice facilities must prohibit from entering their facilities any visitors that are not necessary for the provision of medical care or the support of activities of daily living","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-521676--,00.html",,
United States of America,USA,Michigan,Michigan,3/14/20,Social distancing,Special measures for certain establishments,Prisons and youth detention centers,Visit restriction in prisons and youth detention centers,,"all health care facilities, residential care facilities, congregate care facilities, and juvenile justice facilities must prohibit from entering their facilities any visitors that are not necessary for the provision of medical care or the support of activities of daily living","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-521676--,00.html",,
United States of America,USA,Michigan,Michigan,3/16/20,"Case identification, contact tracing and related measures",Enhance detection system,Health evaluation of visitors before access to specific institutions,Care facilities,,"all health care facilities, residential care facilities, congregate care facilities, and juvenile justice facilities must perform a health evaluation of all individuals that are not under the care of the facility each time the individual seeks to enter the facility","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-521676--,00.html",,
United States of America,USA,Michigan,Michigan,3/16/20,"Case identification, contact tracing and related measures",Enhance detection system,Health evaluation of visitors before access to specific institutions,Juvenile justice facilities,,"all health care facilities, residential care facilities, congregate care facilities, and juvenile justice facilities must perform a health evaluation of all individuals that are not under the care of the facility each time the individual seeks to enter the facility","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-521676--,00.html",,
United States of America,USA,Michigan,Michigan,3/16/20,Social distancing,Closure of educational institutions,Complete closure of primary and secondary schools,,,all elementary and secondary school buildings buildings in this state must close to students,"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-521595--,00.html",,
United States of America,USA,Michigan,Michigan,3/16/20,Resource allocation,Measures to ensure security of supply,Fixing price for necessity goods,"Paper products, cleaning supplies, food, water.",,"Since the onset of this emergency, it has become apparent that some businesses and individuals are selling face masks, hand sanitizers, cleaning supplies, paper products, and other products that people might seek to purchase due to the threat of COVID-19 at unjustified, exceptionally high prices. To prevent such price gouging and help all Michiganders access necessary products during the COVID-19 emergency, it is reasonable and necessary to temporarily impose enhanced restrictions on the excessive pricing of goods, materials, emergency supplies, and consumer food items.","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-521701--,00.html",,
United States of America,USA,Michigan,Michigan,3/16/20,Resource allocation,Measures to ensure security of supply,Fixing price for specific protective products,Hand sanitizer and personal hygiene products,,"Since the onset of this emergency, it has become apparent that some businesses and individuals are selling face masks, hand sanitizers, cleaning supplies, paper products, and other products that people might seek to purchase due to the threat of COVID-19 at unjustified, exceptionally high prices. To prevent such price gouging and help all Michiganders access necessary products during the COVID-19 emergency, it is reasonable and necessary to temporarily impose enhanced restrictions on the excessive pricing of goods, materials, emergency supplies, and consumer food items.","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-521701--,00.html",,
United States of America,USA,Michigan,Michigan,3/16/20,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,Partial: can offer delivery or pick-up services,,"closure of restaurants, food courts, cafes, coffeehouses, and other places of public accommodation offering food or beverage for on-premises consumption. They are encouraged to offer food and beverage using delivery service, window service, walk-up service, drive-through service, or drive-up service","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-521789--,00.html",,
United States of America,USA,Michigan,Michigan,3/16/20,Social distancing,Mass gathering cancellation,Cultural places and events,"Closure of theatres, cinemas, and indoor and outdoor performance venues",,"closure of theaters, cinemas, and indoor and outdoor performance venues","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-521789--,00.html",,
